,img,title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,franchise
2843,/games/boxart/full_disgaea-4-a-promise-unforgotten_709AmericaFront.jpg,Disgaea 4: A Promise Unforgotten,PS3,Role-Playing,NIS America,Nippon Ichi Software,7.9,0.58,0.27,0.14,0.11,0.06,09/06/2011,09/06/11,Disgaea
7439,/games/boxart/6226355ccc.jpg,Disgaea DS,DS,Role-Playing,NIS America,Nippon Ichi Software,8,0.18,0.11,0.05,0.01,0.01,9/23/2008,9/23/2008,Disgaea
6288,/games/boxart/12771ccc.jpg,Disgaea: Afternoon of Darkness,PSP,Role-Playing,NIS America,Nippon Ichi Software,8.7,0.24,0.15,0.04,0.02,0.02,10/30/2007,10/30/2007,Disgaea
6256,/games/boxart/full_3855267AmericaFrontccc.jpg,Disney Epic Mickey 2: The Power of Two,WiiU,Platform,Disney Interactive Studios,Junction Point Studios,5.9,0.24,0.13,0.01,0.08,0.02,11/18/2012,9/13/2020,Epic Mickey
2815,/games/boxart/full_2207606AmericaFrontccc.jpg,Disney Magic World 2,3DS,Simulation,Nintendo,High Horse Entertainment,7.5,0.58,0.07,0.23,0.25,0.02,10/14/2016,01/08/18,Disney Magical World
1745,/games/boxart/full_dissidia-012-duodecim-final-fantasy_821AmericaFront.jpg,Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,Square Enix,Square Enix,8.3,0.89,0.21,0.46,0.13,0.09,3/22/2011,3/22/2011,Final Fantasy
2624,/games/boxart/9661792ccc.jpg,Donkey Kong Barrel Blast,Wii,Racing,Nintendo,Paon Corporation,4.8,0.62,0.19,0.11,0.26,0.06,10/08/2007,10/08/07,Donkey Kong
1120,/games/boxart/3613637ccc.jpg,Donkey Kong Country 2,GBA,Platform,Nintendo,Rare Ltd.,7.6,1.23,0.79,0.12,0.27,0.04,11/15/2004,11/15/2004,Donkey Kong
2066,/games/boxart/full_85225AmericaFrontccc.jpg,Donkey Kong Country 3,GBA,Platform,Nintendo,Rare Ltd.,7.5,0.77,0.45,0.14,0.17,0.01,11/07/2005,11/07/05,Donkey Kong
982,/games/boxart/full_9684129AmericaFrontccc.jpg,Donkey Kong Jungle Beat,GC,Platform,Nintendo,Nintendo EAD Tokyo,7.9,1.34,0.84,0.24,0.22,0.04,3/14/2005,3/14/2005,Donkey Kong
3026,/games/boxart/full_7897335AmericaFrontccc.jpg,Donkey Kong Jungle Climber,DS,Platform,Nintendo,Paon Corporation,7.8,0.55,0.25,0.24,0.03,0.03,09/10/2007,09/10/07,Donkey Kong
3948,/games/boxart/full_9745171AmericaFrontccc.jpg,Doom (2016),NS,Shooter,Bethesda Softworks,id Software,8.2,0.43,0.24,0.01,0.15,0.04,11/10/2017,01/05/18,Doom
4863,/games/boxart/6636844ccc.jpg,Dr. Mario / Puzzle League,GBA,Puzzle,Nintendo,Intelligent Systems,7.5,0.33,0.12,0.16,0.04,0.01,11/28/2005,11/28/2005,Mario
1276,/games/boxart/full_dragon-age-ii_539AmericaFront.jpg,Dragon Age II,X360,Role-Playing,Electronic Arts,BioWare Corp.,8,1.12,0.72,0.01,0.29,0.09,03/08/2011,03/08/11,Dragon Age
1883,/games/boxart/full_dragon-age-ii_325AmericaFront.jpg,Dragon Age II,PS3,Role-Playing,Electronic Arts,BioWare Corp.,7.7,0.83,0.4,0.05,0.26,0.12,03/08/2011,03/08/11,Dragon Age
404,/games/boxart/full_5737361AmericaFrontccc.jpg,Dragon Age: Inquisition,PS4,Role-Playing,Electronic Arts,BioWare Edmonton,8.6,2.34,1.07,0.08,0.8,0.38,11/18/2014,01/05/19,Dragon Age
348,/games/boxart/full_9613529AmericaFrontccc.jpg,Dragon Age: Origins,X360,Role-Playing,Electronic Arts,BioWare Edmonton,8.5,2.56,1.76,0.03,0.55,0.22,11/03/2009,11/03/09,Dragon Age
690,/games/boxart/full_3173221AmericaFrontccc.jpg,Dragon Age: Origins,PS3,Role-Playing,Electronic Arts,BioWare Edmonton,8.7,1.67,0.96,0.08,0.42,0.21,11/03/2009,11/03/09,Dragon Age
1447,/games/boxart/4080766ccc.jpg,Dragon Ball Z: Budokai Tenkaichi 3,Wii,Fighting,Atari,Spike / Bandai Namco Games,7.5,1.03,0.32,0.26,0.36,0.08,12/03/2007,12/03/07,Dragon Ball 
1833,/games/boxart/5554177ccc.jpg,Dragon Ball Z: Burst Limit,PS3,Fighting,Atari,Dimps Corporation,7.3,0.85,0.22,0.18,0.34,0.12,06/10/2008,06/10/08,Dragon Ball 
3412,/games/boxart/274236ccc.jpg,Dragon Ball Z: Burst Limit,X360,Fighting,Atari,Dimps Corporation,7.3,0.49,0.24,0.03,0.18,0.05,06/10/2008,06/10/08,Dragon Ball 
4653,/games/boxart/full_3131102AmericaFrontccc.jpg,Dragon Ball Z: Extreme Butoden,3DS,Fighting,Namco Bandai Games,Arc System Works,5,0.35,0.13,0.17,0.03,0.02,10/20/2015,1/17/2018,Dragon Ball 
5696,/games/boxart/full_dragon-ball-z-tenkaichi-tag-team_1AmericaFront.jpg,Dragon Ball Z: Tenkaichi Tag Team,PSP,Fighting,Namco Bandai,Dimps Corporation,6,0.27,0.11,0.09,0.04,0.03,10/19/2010,10/19/2010,Dragon Ball 
2651,/games/boxart/full_dragon-ball-z-ultimate-tenkaichi_330PALFront.jpg,Dragon Ball Z: Ultimate Tenkaichi,PS3,Fighting,Namco Bandai,Spike,5,0.62,0.27,0.09,0.18,0.07,10/25/2011,10/25/2011,Dragon Ball 
3069,/games/boxart/default.jpg,Dragon Ball Z: Ultimate Tenkaichi,X360,Fighting,Namco Bandai,Spike,6,0.54,0.39,0.01,0.1,0.05,10/25/2011,10/25/2011,Dragon Ball 
3078,/games/boxart/full_5199891AmericaFrontccc.jpg,Dragon Ball: Fusions,3DS,Role-Playing,Namco Bandai Games,Ganbarion,6.3,0.54,0.17,0.24,0.09,0.03,11/22/2016,1/14/2018,Dragon Ball 
8129,/games/boxart/full_dragon-ball-origins-2_4AmericaFront.jpg,Dragon Ball: Origins 2,DS,Action,Namco Bandai,Game Republic,6.9,0.16,0.05,0.08,0.02,0.01,6/22/2010,6/22/2010,Dragon Ball 
2060,/games/boxart/full_4004513AmericaFrontccc.jpg,Dragon Ball: Raging Blast,PS3,Fighting,Namco Bandai,Spike,5.6,0.77,0.37,0.11,0.19,0.1,11/10/2009,11/10/09,Dragon Ball 
3306,/games/boxart/full_6912453AmericaFrontccc.jpg,Dragon Ball: Raging Blast,X360,Fighting,Namco Bandai,Spike,5.8,0.51,0.36,0.02,0.08,0.04,11/10/2009,11/10/09,Dragon Ball 
1893,/games/boxart/full_dragon-ball-raging-blast-2_0AmericaFront.jpg,Dragon Ball: Raging Blast 2,PS3,Fighting,Namco Bandai,Spike,6,0.83,0.43,0.11,0.19,0.1,11/02/2010,11/02/10,Dragon Ball 
2528,/games/boxart/full_dragon-ball-raging-blast-2_1AmericaFront.jpg,Dragon Ball: Raging Blast 2,X360,Fighting,Namco Bandai,Spike,6,0.64,0.49,0.01,0.09,0.05,11/02/2010,11/02/10,Dragon Ball 
7147,/games/boxart/full_7534643AmericaFrontccc.jpg,Dragon Ball: Revenge of King Piccolo,Wii,Action,Namco Bandai,Bandai Namco Games,6.1,0.2,0.12,0.03,0.03,0.02,10/20/2009,10/20/2009,Dragon Ball 
6565,/games/boxart/full_2679855AmericaFrontccc.png,Dragon Quest Builders: Revive Alefgard,NS,Role-Playing,Square Enix,Square Enix,8,0.22,0.07,0.07,0.07,0.01,02/09/2018,02/04/18,Dragon Quest
1233,/games/boxart/full_5236311AmericaFrontccc.jpg,Dragon Quest VIII: Journey of the Cursed King,3DS,Role-Playing,Nintendo,Level 5 / Armor Project,8.8,1.15,0.14,0.88,0.11,0.02,1/20/2017,01/07/18,Dragon Quest
506,/games/boxart/full_3596609AmericaFrontccc.jpg,Dragon Quest XI: Echoes of an Elusive Age,PS4,Role-Playing,Square Enix,Square Enix,9.5,2.04,0.29,1.43,0.22,0.1,09/04/2018,09/11/18,Dragon Quest
11785,/games/boxart/full_6993996AmericaFrontccc.jpg,Dragoneer's Aria,PSP,Role-Playing,NIS America,Hit Maker,5.2,0.07,0.02,0.05,0,0,8/21/2007,8/21/2007,Dragoneer's Aria
56,/games/boxart/7411582ccc.jpg,Driver,PS,Action,GT Interactive,Reflections Interactive,8.5,6.27,3.11,0.02,2.8,0.33,6/30/1999,6/30/1999,Driver (Series)
102,/games/boxart/full_6536899AmericaFrontccc.jpg,Driver 2,PS,Action,Atari,Reflections Interactive,7,4.73,2.36,0.02,2.1,0.25,11/13/2000,11/13/2000,Driver (Series)
1582,/games/boxart/full_driver-san-francisco_960AmericaFront.jpg,Driver: San Francisco,PS3,Racing,Ubisoft,Ubisoft Reflections,8.2,0.95,0.24,0.01,0.53,0.17,09/06/2011,09/06/11,Driver (Series)
2294,/games/boxart/full_driver-san-francisco_836AmericaFront.jpg,Driver: San Francisco,X360,Racing,Ubisoft,Ubisoft Reflections,8.1,0.7,0.25,0,0.37,0.07,09/06/2011,09/06/11,Driver (Series)
4262,/games/boxart/full_dungeon-siege-iii_356AmericaFront.jpg,Dungeon Siege III,PS3,Role-Playing,Square Enix,Obsidian Entertainment,7.3,0.39,0.17,0.03,0.13,0.06,6/21/2011,6/21/2011,Dungeon Siege
4521,/games/boxart/full_dungeon-siege-iii_808AmericaFront.jpg,Dungeon Siege III,X360,Role-Playing,Square Enix,Obsidian Entertainment,7.2,0.37,0.21,0.01,0.12,0.03,6/21/2011,6/21/2011,Dungeon Siege
3275,/games/boxart/full_6689168AmericaFrontccc.jpg,Dynasty Warriors,PSP,Action,Tecmo Koei,Omega Force,6.6,0.51,0.18,0.3,0,0.02,3/17/2005,3/17/2005,Dynasty Warriors (Series)
4774,/games/boxart/6340698ccc.jpg,Dynasty Warriors 5 Empires,PS2,Action,KOEI,Omega Force,6.3,0.34,0.11,0.12,0.09,0.03,3/28/2006,3/28/2006,Dynasty Warriors (Series)
5251,/games/boxart/7514218ccc.jpg,Dynasty Warriors 6,X360,Action,KOEI,Omega Force,6.2,0.3,0.15,0.06,0.06,0.02,2/19/2008,2/19/2008,Dynasty Warriors (Series)
4760,/games/boxart/full_1881898AmericaFrontccc.jpg,Dynasty Warriors 6 Empires,PS3,Action,KOEI,Omega Force,6.4,0.34,0.14,0.15,0.03,0.02,6/23/2009,6/23/2009,Dynasty Warriors (Series)
6258,/games/boxart/full_5866861AmericaFrontccc.jpg,Dynasty Warriors 6 Empires,X360,Action,KOEI,Omega Force,6.3,0.24,0.16,0.04,0.02,0.02,6/23/2009,6/23/2009,Dynasty Warriors (Series)
1681,/games/boxart/full_dynasty-warriors-7_151AmericaFront.jpg,Dynasty Warriors 7,PS3,Action,Tecmo Koei,Omega Force,5.8,0.91,0.25,0.46,0.14,0.06,3/29/2011,3/29/2011,Dynasty Warriors (Series)
3553,/games/boxart/full_239052AmericaFrontccc.jpg,Dynasty Warriors Gundam,PS3,Action,Namco Bandai,Omega Force,6.4,0.47,0.14,0.31,0.01,0.02,8/28/2007,8/28/2007,Dynasty Warriors (Series)
7280,/games/boxart/246387ccc.jpg,Dynasty Warriors Gundam,X360,Action,Namco Bandai,Omega Force,6,0.19,0.15,0.02,0.01,0.01,8/28/2007,8/28/2007,Dynasty Warriors (Series)
3410,/games/boxart/full_8653055AmericaFrontccc.jpg,Dynasty Warriors: Gundam 2,PS3,Action,Namco Bandai,Omega Force,5.9,0.49,0.09,0.32,0.07,0.03,4/21/2009,4/21/2009,Dynasty Warriors (Series)
4770,/games/boxart/full_3738643AmericaFrontccc.jpg,Dynasty Warriors: Gundam 2,PS2,Action,Namco Bandai,Omega Force,4.9,0.34,0.04,0.25,0.03,0.01,4/21/2009,4/21/2009,Dynasty Warriors (Series)
7329,/games/boxart/full_4728046AmericaFrontccc.jpg,Dynasty Warriors: Gundam 2,X360,Action,Namco Bandai,Omega Force,5.6,0.19,0.07,0.08,0.03,0.01,4/21/2009,4/21/2009,Dynasty Warriors (Series)
3106,/games/boxart/full_dynasty-warriors-gundam-3_312AmericaFront.jpg,Dynasty Warriors: Gundam 3,PS3,Action,Tecmo Koei,Omega Force,6.5,0.54,0.11,0.36,0.05,0.02,6/28/2011,6/28/2011,Dynasty Warriors (Series)
7574,/games/boxart/full_dynasty-warriors-gundam-3_904AmericaFront.jpg,Dynasty Warriors: Gundam 3,X360,Action,Tecmo Koei,Omega Force,6.5,0.18,0.11,0.02,0.03,0.01,6/28/2011,6/28/2011,Dynasty Warriors (Series)
3730,/games/boxart/full_2887847AmericaFrontccc.jpg,Dynasty Warriors: Strikeforce,PSP,Action,Tecmo Koei,Omega Force,6.4,0.45,0.03,0.38,0.02,0.02,4/28/2009,4/28/2009,Dynasty Warriors (Series)
5455,/games/boxart/full_4422546AmericaFrontccc.jpg,Dynasty Warriors: Strikeforce,PS3,Action,Tecmo Koei,Omega Force,6.8,0.29,0.11,0.07,0.08,0.03,2/16/2010,2/16/2010,Dynasty Warriors (Series)
6512,/games/boxart/full_8806512AmericaFrontccc.jpg,Dynasty Warriors: Strikeforce,X360,Action,Tecmo Koei,Omega Force,7.3,0.23,0.13,0.02,0.06,0.02,2/16/2010,2/16/2010,Dynasty Warriors (Series)
1673,/games/boxart/full_7351671AmericaFrontccc.jpg,EA Sports Grand Slam Tennis,Wii,Sports,EA Sports,EA Vancouver,7.9,0.92,0.28,0.02,0.51,0.11,06/08/2009,06/08/09,EA Sports
4465,/games/boxart/full_ea-sports-mma_10AmericaFront.jpg,EA Sports MMA,PS3,Fighting,EA Sports,EA Tiburon,7.6,0.37,0.16,0.01,0.14,0.06,10/19/2010,10/19/2010,EA Sports
10940,/games/boxart/full_1916730AmericaFrontccc.jpg,Earth Defense Force 2017,X360,Shooter,D3 Publisher,Sandlot,7.4,0.08,0.04,0.03,0.01,0,3/20/2007,3/20/2007,Earth Defense Force
7081,/games/boxart/full_earth-defense-force-insect-armageddon_665AmericaFront.jpg,Earth Defense Force: Insect Armageddon,PS3,Shooter,D3 Publisher,Vicious Cycle,6.6,0.2,0.06,0.08,0.04,0.02,07/05/2011,07/05/11,Earth Defense Force
7243,/games/boxart/full_earth-defense-force-insect-armageddon_265AmericaFront.jpg,Earth Defense Force: Insect Armageddon,X360,Shooter,D3 Publisher,Vicious Cycle,6.7,0.19,0.1,0.03,0.04,0.01,07/05/2011,07/05/11,Earth Defense Force
8965,/games/boxart/full_2293779AmericaFrontccc.jpg,Eat Lead: The Return of Matt Hazard,PS3,Shooter,D3 Publisher,Vicious Cycle,5.3,0.13,0.09,0,0.02,0.01,2/26/2009,2/26/2009,Eat Lead
9346,/games/boxart/full_7328455AmericaFrontccc.jpg,Eat Lead: The Return of Matt Hazard,X360,Shooter,D3 Publisher,Vicious Cycle,5.5,0.12,0.1,0,0.01,0.01,2/26/2009,2/26/2009,Eat Lead
9210,/games/boxart/1773529ccc.jpg,Echo Night,PS,Adventure,Agetec,From Software,6.3,0.12,0.03,0.07,0.02,0.01,7/31/1999,7/31/1999,Echo Night
5567,/games/boxart/full_el-shaddai-ascension-of-the-metatron_984AmericaFront.jpg,El Shaddai: Ascension of the Metatron,PS3,Action,Ignition Entertainment,Ignition Entertainment,8,0.28,0.11,0.08,0.07,0.03,8/16/2011,8/16/2011,El Shaddai
8057,/games/boxart/full_el-shaddai-ascension-of-the-metatron_936AmericaFront.jpg,El Shaddai: Ascension of the Metatron,X360,Action,Ignition Entertainment,Ignition Entertainment,8,0.16,0.07,0.03,0.05,0.01,8/16/2011,8/16/2011,El Shaddai
5040,/games/boxart/315909ccc.jpg,Elebits,Wii,Action,Konami,Konami,7.3,0.32,0.22,0.08,0.01,0.02,12/12/2006,12/12/06,Elebits (Series)
11242,/games/boxart/full_607438AmericaFrontccc.jpg,Elebits: The Adventures of Kai and Zero,DS,Adventure,Konami,Konami,7.5,0.08,0.07,0,0,0.01,01/06/2009,01/06/09,Elebits (Series)
1369,/games/boxart/full_9868494AmericaFrontccc.jpg,Endless Ocean,Wii,Adventure,Nintendo,Arika,6.8,1.06,0.43,0.09,0.46,0.09,1/21/2008,1/21/2008,Endless Ocean (Series)
1790,/games/boxart/full_5153610AmericaFrontccc.jpg,Endless Ocean: Blue World,Wii,Simulation,Nintendo,Arika,7.6,0.87,0.46,0.12,0.22,0.06,2/22/2010,2/22/2010,Endless Ocean (Series)
2969,/games/boxart/full_enslaved-odyssey-to-the-west_6AmericaFront.jpg,Enslaved: Odyssey to the West,PS3,Action,Namco Bandai,Ninja Theory,7.9,0.56,0.24,0.01,0.23,0.08,10/05/2010,10/05/10,Enslaved: Odyssey to the West
3108,/games/boxart/full_enslaved-odyssey-to-the-west_5AmericaFront.jpg,Enslaved: Odyssey to the West,X360,Action,Namco Bandai,Ninja Theory,8,0.54,0.3,0,0.19,0.05,10/05/2010,10/05/10,Enslaved: Odyssey to the West
3700,/games/boxart/8784711ccc.jpg,Enter the Matrix,GC,Action,Atari,Shiny Entertainment,6.5,0.45,0.34,0.02,0.09,0.01,5/14/2003,5/14/2003,Enter the Matrix
3370,/games/boxart/full_3830133AmericaFrontccc.jpg,Epic Mickey: Power of Illusion,3DS,Platform,Disney Interactive Studios,DreamRift,6.6,0.5,0.36,0.04,0.05,0.04,11/18/2012,01/09/18,Epic Mickey
3791,/games/boxart/full_5168648AmericaFrontccc.jpg,Eternal Sonata,PS3,Role-Playing,Namco Bandai,Tri-Crescendo,8.3,0.44,0.19,0.07,0.12,0.05,10/21/2008,10/21/2008,Eternal Sonata
4979,/games/boxart/306515ccc.jpg,Eternal Sonata,X360,Role-Playing,Namco Bandai,Tri-Crescendo,7.9,0.32,0.19,0.08,0.04,0.02,9/17/2007,9/17/2007,Eternal Sonata
5631,/games/boxart/full_2488304AmericaFrontccc.jpg,Etrian Mystery Dungeon,3DS,Role-Playing,Atlus,Spike Chunsoft,7.6,0.28,0.11,0.14,0.01,0.01,04/07/2015,7/26/2018,Etrian Odyssey (Series)
4897,/games/boxart/full_8732708AmericaFrontccc.jpg,Etrian Odyssey,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,7.4,0.33,0.19,0.09,0.03,0.02,5/15/2007,5/15/2007,Etrian Odyssey (Series)
5821,/games/boxart/full_1637033AmericaFrontccc.png,Etrian Odyssey V: Beyond the Myth,3DS,Role-Playing,Atlus,Atlus,7.9,0.27,0.11,0.14,0.01,0.01,10/17/2017,1/15/2018,Etrian Odyssey (Series)
5933,/games/boxart/full_245315AmericaFrontccc.jpg,Etrian Odyssey: Millennium Girl,3DS,Role-Playing,Atlus,Atlus,8.1,0.26,0.1,0.14,0.01,0.01,10/01/2013,12/10/18,Etrian Odyssey (Series)
5371,/games/boxart/full_4283479AmericaFrontccc.jpg,Ever Oasis,3DS,Role-Playing,Nintendo,GREZZO,8.1,0.29,0.13,0.05,0.08,0.02,6/23/2017,1/14/2018,Ever Oasis
4701,/games/boxart/848681ccc.jpg,EverGrace,PS2,Role-Playing,Agetec,From Software,6.2,0.35,0.1,0.15,0.08,0.03,10/24/2000,10/24/2000,EverGrace
2953,/games/boxart/full_3012AmericaFrontccc.jpg,Everybody's Golf,PS4,Sports,Sony Interactive Entertainment,Clap Hanz,8.1,0.56,0.12,0.17,0.22,0.06,8/29/2017,9/23/2018,Everybody's Golf
3146,/games/boxart/full_4742882AmericaFrontccc.png,Excite Truck,Wii,Racing,Nintendo,Monster Games Inc.,7,0.53,0.39,0.08,0.03,0.04,11/19/2006,11/19/2006,Excite
1487,/games/boxart/1644815ccc.jpg,Excitebike 64,N64,Racing,Nintendo,Left Field Productions,8.9,1,0.65,0.19,0.15,0.01,4/30/2000,4/30/2000,Excite
1482,/games/boxart/full_eyepet_3AmericaFront.jpg,EyePet,PS3,Simulation,Sony Computer Entertainment,SCEE London Studio,6.9,1.01,0.37,0.04,0.52,0.09,9/17/2010,9/17/2010,EyePet
3196,/games/boxart/full_2073728AmericaFrontccc.jpg,F.E.A.R. 2: Project Origin,X360,Shooter,Warner Bros. Interactive,Monolith Productions,7.9,0.52,0.32,0,0.15,0.05,02/10/2009,02/10/09,F.E.A.R
3529,/games/boxart/full_9519564AmericaFrontccc.jpg,F.E.A.R. 2: Project Origin,PS3,Shooter,Warner Bros. Interactive,Monolith Productions,8.2,0.47,0.19,0.01,0.2,0.08,02/10/2009,02/10/09,F.E.A.R
3692,/games/boxart/full_fear-3_734AmericaFront.jpg,F.E.A.R. 3,PS3,Shooter,Warner Bros. Interactive,Day 1 Studios,7.8,0.45,0.21,0.01,0.16,0.07,6/21/2011,6/21/2011,F.E.A.R
3778,/games/boxart/full_fear-3_314AmericaFront.jpg,F.E.A.R. 3,X360,Shooter,Warner Bros. Interactive,Day 1 Studios,7.8,0.45,0.3,0.01,0.11,0.04,6/21/2011,6/21/2011,F.E.A.R
980,/games/boxart/full_f1-2010_6AmericaFront.jpg,F1 2010,PS3,Racing,Codemasters,Codemasters Birmingham,8.4,1.34,0.25,0.08,0.75,0.26,9/21/2010,9/21/2010,F1
1766,/games/boxart/full_f1-2010_3AmericaFront.jpg,F1 2010,X360,Racing,Codemasters,Codemasters Birmingham,8.4,0.88,0.18,0.01,0.59,0.1,9/21/2010,9/21/2010,F1
1155,/games/boxart/full_f1-2011_344AmericaFront.jpg,F1 2011,PS3,Racing,Codemasters,Codemasters Birmingham,8.4,1.2,0.12,0.11,0.75,0.23,9/20/2011,9/20/2011,F1
2232,/games/boxart/full_f1-2011_414AmericaFront.jpg,F1 2011,X360,Racing,Codemasters,Codemasters Birmingham,8.5,0.72,0.11,0.01,0.5,0.09,9/20/2011,9/20/2011,F1
1476,/games/boxart/full_7813119AmericaFrontccc.jpg,F1 2012,PS3,Racing,Codemasters,Codemasters Birmingham,7.9,1.01,0.12,0.05,0.65,0.18,9/18/2012,03/08/18,F1
2826,/games/boxart/full_1680609PALFrontccc.jpg,F1 2013,PS3,Racing,Codemasters,Codemasters Birmingham,7.7,0.58,0.01,0.03,0.47,0.08,10/08/2013,5/24/2018,F1
5301,/games/boxart/full_4075012PALFrontccc.jpg,F1 2013,X360,Racing,Codemasters,Codemasters Birmingham,7.9,0.3,0.01,0,0.28,0.02,10/08/2013,5/24/2018,F1
6542,/games/boxart/full_8817342AmericaFrontccc.jpg,F1 2014,X360,Racing,Codemasters,Codemasters Birmingham,6.5,0.23,0.08,0,0.13,0.02,10/21/2014,10/21/2014,F1
2377,/games/boxart/full_1966900PALFrontccc.jpg,F1 2015,PS4,Racing,Codemasters,Codemasters Birmingham,5.9,0.68,0.1,0.04,0.45,0.1,7/21/2015,5/23/2018,F1
2016,/games/boxart/full_5248298PALFrontccc.png,F1 2016,PS4,Racing,Codemasters,Codemasters,8,0.78,0.07,0.03,0.56,0.11,01/01/2017,5/14/2018,F1
2626,/games/boxart/full_3670653AmericaFrontccc.jpg,F1 2017,PS4,Racing,Deep Silver,Codemasters,8,0.62,0.04,0.02,0.47,0.09,8/25/2017,5/23/2018,F1
3152,/games/boxart/full_3120075AmericaFrontccc.jpg,F1 2018,PS4,Racing,Codemasters,Codemasters Birmingham,8.9,0.53,0.05,0.01,0.39,0.08,8/24/2018,9/26/2018,F1
83,/games/boxart/full_fable-iii_9AmericaFront.jpg,Fable III,X360,Role-Playing,Microsoft Game Studios,Lionhead Studios,7.8,5.1,3.59,0.05,1.09,0.37,10/26/2010,10/26/2010,Fable (Series)
93,/games/boxart/full_6847566AmericaFrontccc.jpg,Fallout 3,X360,Role-Playing,Bethesda Softworks,Bethesda Game Studios,9,4.96,3.41,0.09,0.99,0.46,10/28/2008,10/28/2008,Fallout
153,/games/boxart/full_8108598AmericaFrontccc.jpg,Fallout 3,PS3,Role-Playing,Bethesda Softworks,Bethesda Game Studios,8.8,4,2.18,0.07,1.15,0.61,10/28/2008,10/28/2008,Fallout
30,/games/boxart/full_2507140AmericaFrontccc.jpg,Fallout 4,PS4,Role-Playing,Bethesda Softworks,Bethesda Game Studios,8.6,8.48,2.91,0.27,3.97,1.34,11/10/2015,3/24/2018,Fallout
88,/games/boxart/full_4876777AmericaFrontccc.jpg,Fallout 4,XOne,Role-Playing,Bethesda Softworks,Bethesda Game Studios,8.4,5.03,2.94,0.02,1.62,0.45,11/10/2015,3/24/2018,Fallout
1006,/games/boxart/full_1517894AmericaFrontccc.jpg,Fallout 76,PS4,Role-Playing,Bethesda Softworks,Bethesda Game Studios,5.1,1.32,0.52,0.1,0.49,0.2,11/14/2018,12/02/18,Fallout
145,/games/boxart/full_fallout-new-vegas_2AmericaFront.jpg,Fallout: New Vegas,X360,Role-Playing,Bethesda Softworks,Obsidian Entertainment,8.2,4.08,2.67,0.04,1.03,0.34,10/19/2010,10/19/2010,Fallout
237,/games/boxart/full_fallout-new-vegas_9AmericaFront.jpg,Fallout: New Vegas,PS3,Role-Playing,Bethesda Softworks,Obsidian Entertainment,8.2,3.17,1.54,0.1,1.04,0.49,10/19/2010,10/19/2010,Fallout
3599,/games/boxart/3948052ccc.jpg,Fantavision,PS2,Puzzle,Sony Computer Entertainment,SCEI,8,0.47,0.14,0.19,0.11,0.04,10/25/2000,10/25/2000,Fantavision
747,/games/boxart/full_6466178AmericaFrontccc.jpg,Far Cry 2,X360,Shooter,Ubisoft,Ubisoft Montreal,8.5,1.59,0.72,0.02,0.69,0.18,10/21/2008,10/21/2008,Far Cry
941,/games/boxart/full_2653111AmericaFrontccc.jpg,Far Cry 2,PS3,Shooter,Ubisoft,Ubisoft Montreal,8.4,1.38,0.43,0.01,0.69,0.26,10/21/2008,10/21/2008,Far Cry
147,/games/boxart/full_914135AmericaFrontccc.jpg,Far Cry 4,PS4,Shooter,Ubisoft,Ubisoft Montreal,8.4,4.06,1.18,0.11,2.14,0.63,11/18/2014,1/23/2018,Far Cry
687,/games/boxart/full_7672549AmericaFrontccc.jpg,Far Cry 4,XOne,Shooter,Ubisoft,Ubisoft Montreal,8.5,1.68,0.85,0.02,0.68,0.14,11/18/2014,1/23/2018,Far Cry
157,/games/boxart/full_2414906AmericaFrontccc.jpg,Far Cry 5,PS4,Action,Ubisoft,Ubisoft,7.9,3.95,1.44,0.15,1.73,0.62,3/27/2018,2/28/2018,Far Cry
306,/games/boxart/full_7928945AmericaFrontccc.jpg,Far Cry: Primal,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,7.2,2.73,0.63,0.07,1.61,0.41,2/23/2016,04/03/18,Far Cry
4303,/games/boxart/full_4099627AmericaFrontccc.jpg,Farming Simulator 2013,X360,Simulation,Focus Home Interactive,Giants Software,3,0.39,0.22,0,0.13,0.03,11/19/2013,01/06/18,Farming Simulator
6801,/games/boxart/full_2814932AmericaFrontccc.jpg,Fate/Extella: The Umbral Star,NS,Action,Xseed Games,Marvelous Entertainment,8,0.21,0.1,0.04,0.06,0.02,7/25/2017,01/02/18,Fate
5442,/games/boxart/3246978ccc.jpg,Feel the Magic XY/XX,DS,Puzzle,Sega,Sonic Team,7.7,0.29,0.17,0.1,0,0.02,11/16/2004,11/16/2004,Feel the Magic
8282,/games/boxart/8932635ccc.jpg,FIFA 06: Road to FIFA World Cup,X360,Sports,EA Sports,EA Canada,6.1,0.15,0.11,0.01,0.02,0.01,11/16/2005,11/16/2005,FIFA
142,/games/boxart/8249133ccc.jpg,FIFA 07 Soccer,PS2,Sports,EA Sports,Team Fusion,8.4,4.11,0.71,0.03,2.48,0.89,10/03/2006,10/03/06,FIFA
55,/games/boxart/full_189344AmericaFrontccc.jpg,FIFA 15,PS4,Sports,EA Sports,EA Canada,8.1,6.32,0.83,0.05,4.49,0.94,9/23/2014,3/23/2018,FIFA
